Symbol,Security Name,Tier,Price,Change %,Vol,Sec Type,Country,State
NODB,NORTH DALLAS BK&TR CO TEX,OTCID,65.990000,0.081803,100,Common Stock,USA,Texas
MOVAA,MOVADO GROUP INC A,Pink Limited,0.000001,,0,Common Stock,USA,New Jersey
NHYDY,NORSK HYDRO A S ADS,OTCQX,9.270000,0.013115,227318,ADRs,Norway,
NHYKF,NORSK HYDRO AS ORD,OTCQX,9.432500,0.020833,5986,Foreign Ordinary Shares,Norway,
MRTI,MAXUS REALTY TRUST INC,Pink Limited,82.500000,0.000000,1100,Common Stock,USA,Missouri
NRSCF,NOMURA HLDGS INC,Pink Limited,8.790000,,0,Foreign Ordinary Shares,USA,New York
NOKBF,NOKIA A SHS,Pink Limited,6.250000,-0.058026,308792,Foreign Ordinary Shares,Finland,
NNUP,NOCOPI TECHS INC,OTCQB,1.738000,,11,Common Stock,USA,Pennsylvania
NROM,NOBLE ROMAN'S INC,OTCQB,0.280000,,0,Common Stock,USA,Indiana
NOBH,NOBILITY HOMES INC,OTCQX,29.650000,-0.001684,600,Common Stock,USA,Florida
NSANF,NISSAN MOTOR LTD,Pink Limited,2.300000,-0.135338,22681,Foreign Ordinary Shares,Japan,
NSANY,NISSAN MOTOR LTD S/ADR,Pink Limited,4.730000,0.008529,152754,ADRs,Japan,
NPPXF,NTT INC,Pink Limited,0.962580,0.013242,108791,Foreign Ordinary Shares,Japan,
NTTYY,NTT INC. S/ADS,Pink Limited,25.100000,-0.005153,130571,ADRs,Japan,
NISTF,NIPPON STEEL & SUMITOMO,Pink Limited,4.340000,0.038278,4134,Foreign Ordinary Shares,Japan,
NPSCY,NIPPON STEEL CORP S/ADR,Pink Limited,4.290000,0.017794,93876,ADRs,Japan,
NTDOF,NINTENDO CO LTD ORD,Pink Limited,64.600000,-0.034235,6413,Foreign Ordinary Shares,Japan,
NTDOY,NINTENDO CO LTD UNSP/ADR,Pink Limited,16.280000,-0.019277,2569410,ADRs,Japan,
NINOF,NIKON CORP,Pink Limited,13.800000,0.243243,1047,Foreign Ordinary Shares,Japan,
NINOY,NIKON CORP UNSP/ADR,Pink Limited,12.440000,-0.043077,2868,ADRs,Japan,
NMKBP,NIAGARA MOH PWR 3.60B PFD,Pink Limited,62.000000,,0,Preferred Stock,USA,New York
NMKCP,NIAGARA MOH PWR 3.90 PR,Pink Limited,65.210000,0.002460,100,Preferred Stock,USA,New York
NMPWP,NIAGARA MOH PWR 3.40 PR,Pink Limited,56.000000,,0,Preferred Stock,USA,New York
NEMCL,NEWMONT CORP CDI,Pink Limited,85.000000,,0,Other Security Type,USA,Colorado
UNIB,UNIVERSITY BANCORP MICH,OTCQB,23.800000,,0,Common Stock,USA,Michigan
NDVLY,NEW WORLD DEV LTD S/ADR,Pink Limited,0.703400,0.223304,60683,ADRs,China,Hong Kong
NWWDF,NEW WORLD DEVELOPMENT,Pink Limited,1.230000,,0,Foreign Ordinary Shares,China,Hong Kong
NUVR,NUVERA COMMUNICATIONS INC,OTCQB,13.632300,0.000000,100,Common Stock,USA,Minnesota
NTBP,NEW TRIPOLI BANCORP INC,OTCID,1100.000000,,0,Common Stock,USA,Pennsylvania
CRMZ,CREDITRISKMONITOR.COM INC,OTCQX,2.500000,-0.011858,440,Common Stock,USA,Nevada
NEWEN,NEW ENGLAND POWER 6 PR,Pink Limited,100.520000,,0,Preferred Stock,USA,Massachusetts
GGOXF,GALLEON GOLD CORP,OTCQX,0.900000,-0.006074,434886,Foreign Ordinary Shares,Canada,Ontario
NSRGF,NESTLE S.A REG ORD,OTCID,96.828000,0.028335,2233,Foreign Ordinary Shares,Switzerland,
ALFRY,ALFRESA HLDGS CORP ADR,Pink Limited,15.140000,,0,ADRs,,
NSRGY,NESTLE S.A S/ADR,OTCID,95.690000,0.021347,1372006,ADRs,Switzerland,
NEFB,NEFFS BANCORP INC,OTCID,400.000000,,0,Common Stock,USA,Pennsylvania
NEFBP,NEFFS BANCORP INC PFD SER,OTCID,300.000000,,0,Preferred Stock,USA,Pennsylvania
NDBKF,NEDBANK GROUP LTD ORD,Pink Limited,17.150000,,0,Foreign Ordinary Shares,South Africa,
NDBKY,NEDBANK GROUP LTD S/ADR,Pink Limited,16.900000,0.040000,13239,ADRs,South Africa,
BACRP,BANK OF AMERICA 7.00B PFD,Pink Limited,230.000000,,0,Preferred Stock,USA,North Carolina
NSYC,NATL STK YDS CO,OTCID,388.150000,,0,Common Stock,USA,Oklahoma
SKPO,SKYE PETE INC,OTCID,0.002850,,0,Common Stock,USA,Texas
NACB,NATIONAL CAP BANCORP INC,OTCID,67.000000,,0,Common Stock,USA,Washington DC
NCXS,NBC BANCORP INC,OTCID,60.980000,,0,Common Stock,USA,New York
NABZY,NATL AUSTRALIA BK S/ADR,Pink Limited,15.240000,0.007937,236903,ADRs,Australia,Victoria
NAUBF,NATL AUSTRALIA BK LTD ORD,Pink Limited,30.760000,0.185448,60543,Foreign Ordinary Shares,Australia,Victoria
NTPIF,NAM TAI PROPERTY INC,Pink Limited,4.600000,-0.010753,12714,Common Stock,British Virgin Islands,
NBRWF,NABORS INDUSTRIES WT 26,OTCQB,0.309000,,105,Warrants,Bermuda,
NECPY,NEC CORP UNSP/ADR NEW,Pink Limited,15.840000,-0.062722,6847,ADRs,Japan,
NIPNF,NEC CORP ORD NEW,Pink Limited,37.110000,0.030833,340,Foreign Ordinary Shares,Japan,
MUEL,MUELLER PAUL CO,OTCID,503.822500,-0.021894,113,Common Stock,USA,Missouri
MGAG,MORTGAGE OIL CORP,Pink Limited,300.000000,,0,Common Stock,USA,California
MCEM,MONARCH CEMENT CO,OTCQX,238.020000,0.000084,128,Common Stock,USA,Kansas
MITSF,MITSUI & CO LTD ORD,Pink Limited,33.990000,0.041679,4329,Foreign Ordinary Shares,Japan,
MITSY,MITSUI & CO LTD ADR,Pink Limited,663.170000,0.015901,3676,ADRs,Japan,
MIELF,MITSUBISHI ELEC CORP,Pink Limited,31.468000,,69,Foreign Ordinary Shares,Japan,
MIELY,MITSUBISHI ELEC UNSP/ADR,Pink Limited,63.100000,0.011218,55048,ADRs,Japan,
MSBHF,MITSUBISHI CORP ORD,Pink Limited,26.412800,-0.010757,12776,Foreign Ordinary Shares,Japan,
MTSUY,MITSUBISHI CORP UNSP ADR,Pink Limited,26.530000,-0.006367,82658,ADRs,Japan,
MINBY,MINEBEA MITSUMI INC U/ADR,Pink Limited,20.755000,,0,ADRs,Japan,
MNBEF,MINEBEA CO LTD ORD,Pink Limited,19.642000,,0,Foreign Ordinary Shares,Japan,
MNESP,MSA SAFETY INC 4.5% PFD,Pink Limited,36.000000,,0,Preferred Stock,USA,Pennsylvania
MMTRS,MILLS MUSIC TRUST CBI,Pink Limited,24.900000,,99,Common Stock,USA,New York
HCMC,HEALTHIER CHOICES MGMT,OTCID,0.000001,0.000000,33133630,Common Stock,USA,Florida
STLE,STEELE BANCORP INC,OTCID,29.500000,,11,Common Stock,USA,Pennsylvania
MSEXP,MIDDLESEX WATER 7 PR,Pink Limited,590.000000,,0,Preferred Stock,USA,New Jersey
MFCO,MICROWAVE FILTER CO INC,OTCID,0.645000,,0,Common Stock,USA,New York
HEWA,HEALTHWAREHOUSE.COM,OTCQB,0.099500,,0,Common Stock,USA,Kentucky
MTGSF,METROGAS SA,Pink Limited,0.011600,,0,Foreign Ordinary Shares,Argentina,
MBKL,MBT BANCSHARES INC,OTCID,25.520000,0.010693,120,Common Stock,USA,Louisiana
MCCK,MESTEK INC,OTCID,64.990000,0.083167,450,Common Stock,USA,Massachusetts
MERG,MERGER MINES CORP,Pink Limited,5.000000,,0,Common Stock,USA,Idaho
MNPP,MERCHANTS NATL PROPERTIES,OTCID,2100.000000,,0,Common Stock,USA,New York
MFGI,MERCHANTS FINCL GRP INC,OTCID,32.390000,,40,Common Stock,USA,Minnesota
MSTXF,MADORO METALS CORP,Pink Limited,0.024000,,0,Foreign Ordinary Shares,Canada,British Columbia
CSOL,CHINA SLR&CLN ENGY SLTNS,Pink Limited,0.024200,-0.393484,7400,Common Stock,USA,New York
MFBP,M&F BANCORP INC,OTCID,19.850000,-0.007500,300,Common Stock,USA,North Carolina
MCRAA,MCRAE INDUS INC A,OTCID,44.873000,0.020305,661,Common Stock,USA,North Carolina
MCRAB,MCRAE INDUS INC B,OTCID,44.000000,,0,Common Stock,USA,North Carolina
MCCHF,MCCHIP RESOURCES INC,Pink Limited,1.380000,,0,Foreign Ordinary Shares,Canada,Ontario
MCHT,MAUCH CHUNK TR FINCL CORP,OTCID,7.100000,,0,Common Stock,USA,Pennsylvania
PCRFF,PANASONIC CORP ORD,Pink Limited,13.200000,-0.047619,604,Foreign Ordinary Shares,Japan,
PCRHY,PANASONIC HLDS UNSP/ADR,Pink Limited,13.770000,-0.005776,150515,ADRs,Japan,
KICK,HPN HOLDINGS INC,OTCID,3.510000,,0,Common Stock,USA,Illinois
MARUF,MARUBENI CORP ORD,Pink Limited,33.710000,0.025571,3247,Foreign Ordinary Shares,Japan,
MARUY,MARUBENI CORP UNSP/ADR,Pink Limited,336.560000,0.016798,11810,ADRs,Japan,
MNAT,MARQUETTE NATL CORP,OTCQX,32.500000,-0.013657,1000,Common Stock,USA,Illinois
MAEOY,MANILA ELEC CO UNSP/ADR,Pink Limited,17.550000,,0,ADRs,Philippines,
MERVF,MANILA ELEC CO ORD,Pink Limited,10.250000,,0,Foreign Ordinary Shares,Philippines,
MAORF,MANDARIN ORIENTAL INTL,Pink Limited,3.000000,,0,Foreign Ordinary Shares,China,Hong Kong
MNOIY,MANDARIN ORIENTAL UNS/ADR,Pink Limited,33.000000,,0,ADRs,China,Hong Kong
MLGF,MALAGA FINANCIAL CORP,OTCID,21.600000,0.002320,1930,Common Stock,USA,California
MKEWF,MAKITA CORP ORD,Pink Limited,31.020000,,13,Foreign Ordinary Shares,Japan,
MKTAY,MAKITA CORP SPON ADR,Pink Limited,32.650000,0.078626,20863,ADRs,Japan,
YBGJ,YUBO INTL BIOTECH LTD A,OTCQB,0.011500,,0,Common Stock,China,
MVES,THE MOVIE STUDIO INC,Pink Limited,0.001700,0.062500,150000,Common Stock,USA,Florida
MSET,MADISON SPORTS & ENTMT GP,OTCID,0.001900,,0,Common Stock,USA,Florida
LYBC,LYONS BANCORP INC,OTCQX,48.510000,0.005389,100,Common Stock,USA,New York
LGNDZ,LIGAND PHARMS INC CVR,Pink Limited,0.006000,0.142857,10000,Rights,USA,Florida
LGNXZ,LIGAND PHARMS GLUCAGON,Pink Limited,0.002400,,0,Rights,USA,Florida
LGNYZ,LIGAND PHARMS GENERAL CVR,Pink Limited,0.037000,,0,Rights,USA,Florida
LGNZZ,LIGAND PHARMS BETA CVR,Pink Limited,0.070000,,0,Rights,USA,Florida
LLBO,LIFELINE BIOTECHS INC NEW,OTCID,0.000600,0.000000,4800,Common Stock,USA,Texas
ZYXIQ,ZYNEX INC,Pink Limited,0.054000,0.036468,106177,Common Stock,USA,Colorado
LINS,LIFE INS CO ALA,OTCID,45.000000,,0,Common Stock,USA,Alabama
LINSA,LIFE INS CO ALA A,OTCID,9.750000,,0,Common Stock,USA,Alabama
LECBF,LEPANTO CONSOL MNG B,Pink Limited,0.010000,,0,Foreign Ordinary Shares,Philippines,
LNZNF,LENZING AG ORD,Pink Limited,32.214100,,0,Foreign Ordinary Shares,Austria,
LNZNY,LENZING AG U/ADR,Pink Limited,0.000000,,0,ADRs,Austria,
LGGNF,LEGAL&GENL GRP PLC,Pink Limited,3.832500,0.042857,10390,Foreign Ordinary Shares,United Kingdom,
LGGNY,LEGAL&GENL GRP PLC S/ADR,Pink Limited,18.380000,0.004921,29237,ADRs,United Kingdom,
RONN,RONN,OTCID,0.000001,-0.990000,1429499,Common Stock,USA,Alabama
BLGO,BIOLARGO INC,OTCQX,0.179400,-0.001447,538147,Common Stock,USA,California
LVMHF,LVMH-MOET HNSY L VUTN,Pink Limited,653.000000,-0.005028,1672,Foreign Ordinary Shares,France,
LVMUY,LVMH-MOET H/L/V UNSP/ADR,Pink Limited,130.600000,0.009196,539077,ADRs,France,
NIHK,VIDEO RIVER NETWORKS INC,OTCID,0.002500,-0.166667,72761,Common Stock,USA,California
KYOCF,KYOCERA CORP,Pink Limited,14.800000,-0.029826,1500,Foreign Ordinary Shares,Japan,
KYOCY,KYOCERA CORP S/ADR,Pink Limited,14.794000,-0.010435,38282,ADRs,Japan,
KUBTF,KUBOTA CORP,Pink Limited,14.600000,-0.001709,501,Foreign Ordinary Shares,Japan,
KUBTY,KUBOTA CORP ADR,Pink Limited,76.840000,0.024367,11137,ADRs,Japan,
ADRNY,KONINKLIJKE AD N.V. S/ADR,OTCQX,39.260000,0.016572,76978,ADRs,The Netherlands,
AHODF,KONINKLIJKE AHOLD DEL ORD,OTCQX,39.350000,0.048886,107,Foreign Ordinary Shares,The Netherlands,
KMTUF,KOMATSU LTD ORD,Pink Limited,38.200000,0.029095,6535,Foreign Ordinary Shares,Japan,
KMTUY,KOMATSU LTD S/ADR,Pink Limited,38.480000,0.043950,176980,ADRs,Japan,
KBSTF,KOBE STEEL LTD ORD NEW,Pink Limited,15.250000,,15,Foreign Ordinary Shares,Japan,
KISB,KISH BANCORP INC,OTCQX,44.300000,0.009572,202,Common Stock,USA,Pennsylvania
KNBWF,KIRIN HOLDINGS CO LTD ORD,Pink Limited,14.950000,,0,Foreign Ordinary Shares,Japan,
KNBWY,KIRIN HLDGS CO LTD S/ADR,Pink Limited,15.390000,0.000325,27806,ADRs,Japan,
JARLF,JARDINE MATHESON HLDG ORD,Pink Limited,75.000000,,2000,Foreign Ordinary Shares,China,
KGCRF,KINROSS GOLD CVR 02/24/32,Pink Limited,1.760000,-0.007332,92438,Rights,Canada,Ontario
KGFHF,KINGFISHER PLC ORD,OTCQX,4.613000,,0,Foreign Ordinary Shares,United Kingdom,England
KGFHY,KINGFISHER PLC S/ADR,OTCQX,9.152000,-0.013793,54165,ADRs,United Kingdom,England
KCDMF,KIMBERLY-CLARK DE MEX A,OTCID,2.330000,,0,Foreign Ordinary Shares,Mexico,
KCDMY,KIMBERLY-CLARK MEX S/ADR,OTCID,11.610000,-0.001720,34502,ADRs,Mexico,
KEWL,KEWEENAW LD ASSOC CTF INT,Pink Limited,46.000000,0.010989,839,Common Stock,USA,Michigan
KPELF,KEPPEL CORP LTD ORD,Pink Limited,7.700000,,0,Foreign Ordinary Shares,Singapore,
KPELY,KEPPEL CORP LTD S/ADR,Pink Limited,17.570000,0.000569,2759,ADRs,Singapore,
GAMG,GLOBAL ASSET MANAGEMENT,OTCID,0.965000,,0,Common Stock,USA,Maryland
SAKL,SACK LUNCH PRODUCTIONS,OTCID,0.010200,,0,Common Stock,USA,Utah
KCLI,KANSAS CITY LIFE INS NEW,OTCQX,32.707500,-0.002820,480,Common Stock,USA,Missouri
KWGBF,THE CANADIAN CHROME CO,Pink Limited,0.011000,0.157895,16550,Foreign Ordinary Shares,Canada,Ontario
KSBI,KS BANCORP INC,OTCID,62.400000,,0,Common Stock,USA,North Carolina
JUVF,JUNIATA VLY FINCL CORP PA,OTCQX,13.600000,0.002211,550,Common Stock,USA,Pennsylvania
JBTC,JBT BANCORP INC,OTCQX,35.500000,,35,Common Stock,USA,Pennsylvania
RGRNF,REGIS RESOURCES NL ORD,Pink Limited,5.500000,-0.083333,142,Foreign Ordinary Shares,Australia,Western Australia
JEHLY,JOHNSON EL HLDG UNSP/ADR,Pink Limited,46.410000,,0,ADRs,China,
JELCF,JOHNSON ELEC HLDG ORD NEW,Pink Limited,3.480000,,0,Foreign Ordinary Shares,China,
PLPL,PLANDAI BIOTECHNOLOGY INC,OTCID,0.000001,,0,Common Stock,Taiwan,
JMHLY,JARDINE MATHESON UNSP/ADR,Pink Limited,73.220000,0.005355,8897,ADRs,China,
ITEX,ITEX CORP,OTCID,3.000000,,0,Common Stock,USA,Washington
ISUZF,ISUZU MOTORS LTD ORD NEW,Pink Limited,15.015000,,0,Foreign Ordinary Shares,Japan,
ISUZY,ISUZU MOTORS UNSP/ADR,Pink Limited,15.990000,0.020421,24156,ADRs,Japan,
IVRO,INVITRO INTL,OTCQB,0.125000,0.041667,2500,Common Stock,USA,California
INPAP,INTL PAPER CO 4 C PR,Pink Limited,80.100000,,0,Preferred Stock,USA,Tennessee
AABVF,ABERDEEN INTL INC,Pink Limited,0.021900,,0,Foreign Ordinary Shares,Canada,Ontario
FGOVF,FREEGOLD VENTURES LTD,OTCQX,1.281000,-0.051111,411082,Foreign Ordinary Shares,Canada,British Columbia
GTVH,GOLDEN TRIANGLE VENTURES,OTCID,0.000450,0.125000,167446296,Common Stock,USA,Texas
ILDO,INTL DALECO CORP,Pink Limited,0.002300,,0,Common Stock,USA,California
INKW,GREENE CONCEPTS INC NEW,OTCID,0.000400,0.142857,4310856,Common Stock,USA,North Carolina
SRMX,SADDLE RANCH MEDIA INC,OTCID,0.000150,0.000000,62000,Common Stock,USA,California
ESMC,ESCALON MEDICAL CORP,OTCQB,0.160000,0.032258,400,Common Stock,USA,Pennsylvania
IMPUF,IMPALA PLATINUM HLDGS LTD,OTCQX,21.510000,-0.049072,934,Foreign Ordinary Shares,South Africa,
IMPUY,IMPALA PLATINUM HLDGS ADR,OTCQX,21.370000,-0.086362,2868302,ADRs,South Africa,
MNDP,MUNDUS GROUP INC,Pink Limited,0.000700,0.000000,2775095,Common Stock,USA,California
QEDN,QED CONNECT INC,OTCID,0.000200,0.000000,1125911,Common Stock,USA,New York
ISFFF,ISS ORD,Pink Limited,30.500000,,0,Foreign Ordinary Shares,Denmark,
EBBGF,ENBRIDGE  CUM PREF SR 1,Pink Limited,24.510000,-0.001629,7500,Preferred Stock,Canada,Alberta
EBBNF,ENBRIDGE INC CUM PREF L,Pink Limited,24.301400,-0.001996,8376,Preferred Stock,Canada,Alberta
EBGEF,ENBRIDGE INC RE PRF SER 5,Pink Limited,25.066000,-0.002150,1245,Preferred Stock,Canada,Alberta
EBRGF,ENBRIDGE CUM RED PFD B,Pink Limited,15.550000,,0,Preferred Stock,Canada,Alberta
EBRZF,ENBRIDGE INC CUM PREF D,Pink Limited,15.450000,,0,Preferred Stock,Canada,Alberta
ENBFF,ENBRIDGE INC PRF SER 15,Pink Limited,15.500000,,0,Preferred Stock,Canada,Alberta
ENBGF,ENBRIDGE INC 5.50% PFD A,Pink Limited,18.263100,,0,Preferred Stock,Canada,Alberta
ENBHF,ENBRIDGE CUM RED PREF H,Pink Limited,15.402500,,0,Preferred Stock,Canada,Alberta
ENBMF,ENBRIDGE INC PREF P 4%,Pink Limited,15.000000,,0,Preferred Stock,Canada,Alberta
ENBNF,ENBRIDGE INC PREF SER 3,Pink Limited,15.490000,,0,Preferred Stock,Canada,Alberta
ENBOF,ENBRIDGE INC PREF SER 13,Pink Limited,12.000000,,0,Preferred Stock,Canada,Alberta
ENBRF,ENBRIDGE INC RE PRF SER 7,Pink Limited,16.500000,,0,Preferred Stock,Canada,Alberta
ENBSF,ENBRIDGE  CUM PREF SR 9,Pink Limited,0.000000,,0,Preferred Stock,Canada,Alberta
ENFFF,ENBRIDGE INC PREF 4% R,Pink Limited,0.000000,,0,Preferred Stock,Canada,Alberta
ENNPF,ENBRIDGE  CUM PREF SR N,Pink Limited,17.850800,,0,Preferred Stock,Canada,Alberta
CRSF,CRISP MOMENTUM INC,Pink Limited,0.140000,,1,Common Stock,USA,Florida
IEHC,IEH CORP,OTCID,14.000000,,40,Common Stock,USA,New York
HYSNF,HYSAN DEV CO LTD ORD,Pink Limited,2.380000,,0,Foreign Ordinary Shares,China,
HYSNY,HYSAN DEV CO LTD S/ADR,Pink Limited,5.580000,,38,ADRs,China,
HUNGF,HUANENG PWR INTL,Pink Limited,0.719000,,0,Foreign Ordinary Shares,China,
HOVVB,HOVNANIAN ENTRPRS B NEW,Pink Limited,105.000000,,0,Common Stock,USA,New Jersey
HKHGF,HONGKONG LAND HLDGS ORD,Pink Limited,8.140000,0.008674,823,Foreign Ordinary Shares,Hong Kong,
HNGKY,HONGKONG LAND HLDG UN/ADR,Pink Limited,42.670000,0.024490,18823,ADRs,Hong Kong,
HOKCF,HONG KONG&CHINA GAS ORD,Pink Limited,0.940000,,0,Foreign Ordinary Shares,China,
HOKCY,HONG KONG&CHINA GAS S/ADR,Pink Limited,0.913700,0.000383,26659,ADRs,China,
HNDAF,HONDA MOTOR CO LTD,Pink Limited,10.290000,,33041,Foreign Ordinary Shares,Japan,
HONT,HONAT BANCORP INC,OTCID,127.000000,,0,Common Stock,USA,Pennsylvania
HMTC,HOMASOTE CO,Pink Limited,5.120000,,0,Common Stock,USA,New Jersey
TORM,TOR MINERALS INTL INC,Pink Limited,1.190000,-0.055556,3633,Common Stock,USA,Texas
HTHIF,HITACHI LTD ORD,Pink Limited,35.500000,0.036617,7565,Foreign Ordinary Shares,Japan,
HTHIY,HITACHI LTD ADR,Pink Limited,34.410000,0.027164,598423,ADRs,Japan,
SGLA,SINO GREEN LAND CORP,OTCID,2.400000,,0,Common Stock,Malaysia,
HLDCY,HENDERSON LD DEV S/ADR,Pink Limited,3.972000,0.013265,13620,ADRs,China,Hong Kong
HLDVF,HENDERSON LD DEV CO LTD,Pink Limited,4.175000,,0,Foreign Ordinary Shares,China,Hong Kong
HMENF,HEMISPHERE ENERGY CORP,OTCQX,1.555000,0.016340,56103,Foreign Ordinary Shares,Canada,British Columbia
HXBM,HELIX BIOMEDIX INC,Pink Limited,1.750000,,0,Common Stock,USA,Washington
HEINY,HEINEKEN N V S/ADR,OTCQX,41.190000,0.025392,1281316,ADRs,The Netherlands,
HINKF,HEINEKEN N V REG,OTCQX,80.870000,0.003412,15686,Foreign Ordinary Shares,The Netherlands,
ARCAY,ARCADIS NV S/ADR,Pink Limited,50.000000,,0,ETFs,The Netherlands,
ARCVF,ARCADIS NV ORD,Pink Limited,45.050000,,0,Foreign Ordinary Shares,The Netherlands,
TKMO,TEKUMO INC,OTCID,0.000150,0.000000,206450,Common Stock,USA,Colorado
HGMCF,HARMONY GLD MNG LTD ORD,Pink Limited,25.250000,-0.015595,400,Foreign Ordinary Shares,USA,California
GPKUF,GRAND PEAK CAPITAL CP,Pink Limited,0.059000,,0,Foreign Ordinary Shares,Canada,British Columbia
HFBK,HARFORD BK ABERDEEN MD,OTCID,43.270000,,0,Common Stock,USA,Maryland
HNLGF,HANG LUNG GRP ORD,OTCID,1.940000,,0,Foreign Ordinary Shares,Hong Kong,
HNLGY,HANG LUNG GROUP LTD S/ADR,OTCID,11.000000,,0,ADRs,Hong Kong,
HMLN,HAMLIN BK&TR SMETHPORT PA,OTCID,228.990000,,0,Common Stock,USA,Pennsylvania
HBCYF,HSBC HLDGS PLC .50,Pink Limited,17.710000,0.035673,2954,Foreign Ordinary Shares,United Kingdom,
HFBA,HFB FINANCIAL CORP,OTCID,32.250000,,0,Common Stock,USA,Kentucky
HCBN,HCB FINCL CORP,OTCID,40.000000,,19,Common Stock,USA,Michigan
DGEAF,DIAGEO PLC ORD,Pink Limited,23.002000,0.011789,3940,Foreign Ordinary Shares,United Kingdom,
COMCF,CANADA ONE MNG CORP,Pink Limited,0.049100,,0,Foreign Ordinary Shares,Canada,British Columbia
PUODY,PROMOTORA Y OPERADORA ADR,Pink Limited,316.750000,-0.034299,83,ADRs,Mexico,
PYOIF,PROMOTORA Y OPER DE INFR,Pink Limited,15.000000,,0,Foreign Ordinary Shares,Mexico,
PYYIF,PROMOTORA FIN GRP,Pink Limited,5.450000,,0,Foreign Ordinary Shares,Mexico,
GRPFF,GRUPO TELEVISA S.A CV ORD,Pink Limited,0.561300,,0,Foreign Ordinary Shares,Mexico,
DANOY,DANONE S/ADR,OTCQX,15.770000,-0.000634,1326302,ADRs,France,
GPDNF,GROUPE DANONE,OTCQX,81.457000,0.029277,3594,Foreign Ordinary Shares,France,
RMDFF,RICHMOND MINERALS INC,Pink Limited,0.016500,,0,Foreign Ordinary Shares,Canada,Ontario
PSWW,PRINCIPAL SOLAR INC,Pink Limited,0.000001,,0,Common Stock,USA,Texas
PXFG,PHOENIX FOOTWEAR GROUP,Pink Limited,0.009000,,5,Common Stock,USA,California
GDVTZ,GOULD INVESTORS L P,Pink Limited,375.000000,,0,Fund,USA,New York
GWOX,GOODHEART-WILLCOX CO INC,Pink Limited,415.000000,,0,Common Stock,USA,Illinois
TLIF,TOCCA LIFE HOLDINGS INC,OTCID,0.004200,,0,Common Stock,China,
GDRZF,GOLD RESV LTD BERMUDA,OTCQX,3.940000,-0.015000,88891,Foreign Ordinary Shares,Bermuda,
XCPT,XCANA PETROLEUM CORP,OTCID,0.140000,,0,Common Stock,USA,Illinois
OMQS,OMNIQ CORP,OTCQB,0.111100,,0,Common Stock,USA,Utah
GBCS,SELECTIS HEALTH INC,OTCQB,2.500000,,0,Common Stock,USA,Colorado
GLAXF,GSK PLC,Pink Limited,25.865000,,0,Foreign Ordinary Shares,United Kingdom,England
GGLXF,GGL RESOURCES CORP ORD,Pink Limited,0.037400,,0,Foreign Ordinary Shares,Canada,British Columbia
ZDZT,ZHENGDUOZHE TECHNOLOGY,Pink Limited,1.100000,,0,Common Stock,China,
GLIBB,GCI LIBERTY INC SER B,OTCQB,36.000000,-0.027027,200,Common Stock,USA,Colorado
GCCO,GARDEN CITY CO COLO,Pink Limited,1800.000000,,0,Common Stock,USA,Kansas
ABIT,ATHENA BITCOIN GLOBAL,OTCID,0.004500,-0.042553,128393,Common Stock,USA,Florida
GWRRF,ENGOLD MINES LTD,Pink Limited,0.004000,,0,Foreign Ordinary Shares,Canada,British Columbia
FJTSF,FUJITSU LTD,Pink Limited,29.400000,0.126869,3775,Foreign Ordinary Shares,Japan,
FJTSY,FUJITSU LTD UNSP/ADR,Pink Limited,29.060000,0.107892,278495,ADRs,Japan,
FUJIF,FUJIFILM HLDGS CORP ORD,Pink Limited,19.060000,,10,Foreign Ordinary Shares,Japan,
FUJIY,FUJIFILM HLDGS CORP ADR,Pink Limited,9.920000,-0.004016,569757,ADRs,Japan,
FUJHF,SUBARU CORPORATION ORD,Pink Limited,22.000000,-0.029126,2627,Foreign Ordinary Shares,Japan,
FUJHY,SUBARU CORPORATION U/ADR,Pink Limited,10.590000,0.015340,48714,ADRs,Japan,
FMNJ,FRANKLIN MINING INC,Pink Limited,0.003800,0.266667,1701260,Common Stock,USA,Montana
FLOD,FLOWERY GOLD MNS OF NEV,OTCID,0.380000,,0,Common Stock,USA,California
FLEW,FLEETWOOD BANK CORP,OTCID,62.000000,-0.030038,248,Common Stock,USA,Pennsylvania
FREVS,FIRST REAL EST INV TR NJ,Pink Limited,14.590000,,0,Fund,USA,New Jersey
FPAFF,FIRST PACIFIC CO ORD,Pink Limited,0.812750,0.080210,3600,Foreign Ordinary Shares,Hong Kong,
FPAFY,FIRST PAC CO LTD S/ADR,Pink Limited,3.955000,-0.030637,57000,ADRs,Hong Kong,
FINN,FIRST NATL OF NEB INC,OTCID,16000.000000,,0,Common Stock,USA,Nebraska
FBAK,FIRST NB ALASKA,OTCQX,307.120000,-0.001917,347,Common Stock,USA,Alaska
FKYS,FIRST KEYSTONE CORP,OTCID,19.000000,,0,Common Stock,USA,Pennsylvania
FHRT,FIRST HARTFORD CORP,Pink Limited,29.440000,,0,Common Stock,USA,Connecticut
FCNCB,FIRST CTZNS BANCSHS B,Pink Limited,1699.990000,0.000006,56,Common Stock,USA,North Carolina
FBTT,FIRST BANKERS TRUSTSHARES,OTCQB,25.250000,,0,Common Stock,USA,Illinois
FBSI,FIRST BANCSHS INC MO,OTCQX,33.990000,0.012511,233,Common Stock,USA,Missouri
FARYF,FAR LTD NEW,Pink Limited,0.297500,,0,Foreign Ordinary Shares,Australia,Victoria
